Created,Name:: Name & Surname,Company Name:,Company Registration Number:,Industry,Province,Location of Head Office (address),Funding Ask (Amount):,City/Town,Type of Funding,Funding Requirements (what is the funding required for).,Annual Revenue Range 2023,Annual Revenue Range 2024,Actual Revenue 2025,Company Overview ,Existing number of employees ,Increase of jobs anticipated through the capital access,Number of Shareholders,What percentage of your business is owned by individuals aged 18 to 35? (Please select one),What percentage of your business is owned by women? (Please select one),What percentage of your business is under Black ownership? ,BEE Level,Area,What percentage of your business is owned by individuals living with a disability? (Please select one),Contact person Name and Surname,Email address:,Contact number:
2025-06-30 11:14:37,Fatima Isaacs,Fairview Consulting (Pty) Ltd,2015/428553/07,Waste Management,Gauteng,"572 Rissik Drive, Gqeberha",220000_________,Gqeberha,Debt & Equity;Working Capital,To buy additional equipment and expand production capacity,0 to R500K,R501K to R1M,374363_________,We run a driving school and provide learner licence training.,6.0,8.0,1,0%,0%,100%,Level 1,Township,0%,Fatima Isaacs,fatimaisaacs@yahoo.com,0836927648
2025-06-28 23:02:26,Nokuthula Maluleke,Clear Water Holdings ,2012/636866/07 ,Business Services (Agency & Consultancy),Western Cape,"2788 Jakaranda Drive, Paarl",5150000________,Paarl ,Working Capital,"Funding is required for equipment, training and certification.",R1 000 001 to R5M,R1 000 001 to R5M,857513_________,We provide ICT support and cloud services to small businesses in the province.,4.0,10.0,5,0%,0%,100%,Level 1,Urban,0%,Nokuthula Maluleke,nokuthulamaluleke535@gmail.com,+27 66 996 6590
2025-09-14 02:49:09,Nokuthula Tshabalala,Frontier Investments,2023/173952/07,Agriculture - Primary ,Gauteng,"2417 Protea Street, mokopane ",380000_________,mokopane,Working Capital,Stock purchase and general operational funding ,0 to R500K,R501K to R1M,375037_________,Logistics company transporting goods between major metros. ,,1.0,1,0%,100%,100%,Level 2,Urban,0%,nokuthula tshabalala,nokuthulatshabalala@icloud.com,+27 88 370 0981
2025-08-09 18:57:37,Dineo Dlamini,Dlamini Manufacturing,2018/143890/07,Mining,Gauteng,"1411 Biko Way, Johannesburg ",110000_________,Johannesburg,,Stock purchase and general operational funding ,0 to R500K,0 to R500K,22847__________,We grow and pack vegetables for regional wholesalers and retailers.,,1.0,1,100%,0%,100%,Level 1,Township,0%,Dineo Dlamini,dineodlamini@yahoo.com,0637443698
2025-07-31 23:08:22,Zainab Abrahams,Abrahams Technologies (Pty) Ltd,2021/793679/07,Business Services (Agency & Consultancy),Western Cape,"942 Acacia Way, Gqeberha",30000__________,Gqeberha,Debt & Equity,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,961____________,A family-run bakery supplying schools and local retailers. ,3.0,4.0,10,0%,100%,100%,Level 1,Rural,0%,Zainab Abrahams,zainababrahams@gmail.com,+27797432704
2025-08-04 19:56:31,Siyabonga Ramaphakela,Fynbos Distributors (Pty) Ltd,2015/972908/07,Tourism,Western Cape,"110 Umgeni Street, Newcastle",480000_________,Newcastle,Equity;Working Capital,To grow the business ,0 to R500K,0 to R500K,477231_________,A tourism operator offering guided township and heritage tours,20.0,2.0,1,0%,50–74%,100%,Level 1,Rural,0%,Siyabonga Ramaphakela,siyabongaramaphakela@yahoo.com,+27 72 255 9230
2025-08-06 08:04:20,Sanjay Sithole,Sithole Trading Pty Ltd,2020/346389/07,Hospitality,Limpopo,"2454 Long Avenue, Worcester",510000_________,Worcester,Debt & Equity,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,R501K to R1M,341620_________,We design and sew corporate uniforms and protective clothing.,17.0,7.0,10,100%,100%,100%,Level 1,Urban,0%,Sanjay Sithole,sanjaysithole@gmail.com,0899903709
2025-07-11 05:39:40,Zainab Zulu,Blue Crane Foods ,2022/583771/07,Manufacturing,Gauteng,"2210 Buitenkant Crescent, Cape Town",610000_________,Cape Town,Debt,Operational funding ,0 to R500K,0 to R500K,15982__________,Commercial cleaning and hygiene services for offices and factories ,1.0,3.0,2,100%,25–49%,100%,Level 1,Township,0%,Zainab Zulu,zainabzulu@gmail.com,+27766190951
2025-09-20 13:43:20,Imran Shabalala ,Shabalala Services ,2011/137848/07,Healthcare & Biotechnology,Gauteng,"1208 Acacia Road, Ladysmith",380000_________,Ladysmith ,Working Capital,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,151990_________,Independent pharmacy and primary healthcare clinic serving a rural community,3.0,11.0,Shabalala Services,100%,100%,100%,Level 1,Rural,0%,Imran Shabalala,imranshabalala@webmail.co.za,0613473149
2025-07-31 17:30:52,Lungile Ramaphakela,RAMAPHAKELA MEDIA PTY LTD ,2011/774302/07,Information & Communication Technology,Western Cape,"169 Tambo Street, Roodepoort",220000_________,Roodepoort,Other (Please specify),To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,439231_________,A tourism operator offering guided township and heritage tours,4.0,2.0,3,50–74%,0%,100%,Level 1,Township,0%,Lungile Ramaphakela,lungileramaphakela570@webmail.co.za,+27772342179
2025-09-16 02:04:59,Sipho Ramaphakela ,Kopano Enterprises ,2023/524540/07 ,Financial Services,Mpumalanga,"2818 Acacia Avenue, Springs",190000_________,Springs,Other (Please specify),"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,0______________,Catering and events business servicing corporate functions.,0.0,1.0,4,0%,0%,100%,Level 8,Urban,0%,Sipho Ramaphakela,siphoramaphakela900@yahoo.com,+27747736846
2025-09-09 03:46:19,Hendrik Zwane,Highveld Foods Group,2018/554674/07,Manufacturing,Limpopo,"1743 Umgeni Road, Roodepoort ",410000_________,Roodepoort ,Debt,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,67873__________,We provide ICT support and cloud services to small businesses in the province.,3.0,6.0,2,100%,100%,100%,Level 2,Urban,0%,Hendrik Zwane,hendrikzwane@gmail.com,+27676653415
2025-08-30 21:12:56,Deepak Molefe,Molefe Enterprises (Pty) Ltd,2013/247783/07,Engineering & Construction,Western Cape,"1573 Loop Crescent, Kimberley",200000_________,Kimberley ,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,0______________,We manufacture and supply steel components to construction contractors.,2.0,2.0,1,100%,1–24%,100%,Level 1,Township,0%,deepak molefe,deepakmolefe504@gmail.com,+27818930104
2025-07-05 02:51:35,Sanele Sibeko ,Ikhaya Solutions ,2022/545290/07,Financial Services,Western Cape,"1618 Sisulu Way, Welkom",1930000________,Welkom,Equity,To grow the business ,R1 000 001 to R5M,R1 000 001 to R5M,0______________,We provide ICT support and cloud services to small businesses in the province.,23.0,8.0,3,18 to 35,50–74%,50–74%,Level 3,Urban,0%,Sanele Sibeko,sanelesibeko@mweb.co.za,+27 74 504 8416
2025-06-26 09:04:22,Lwazi Chauke,Frontier Services (Pty) Ltd,2024/756831/07,Transportation and Logistics,North West,"2381 Tambo Avenue, Gqeberha",990000_________,Gqeberha,Debt,"Purchase of farming implements, seed and irrigation infrastructure",R501K to R1M,R501K to R1M,328697_________,A family-run bakery supplying schools and local retailers. ,14.0,3.0,1,0%,0%,100%,Level 1,Urban,0%,Lwazi Chauke,lwazichauke348@yahoo.com,0724174803
2025-08-02 01:45:32,Bianca Nkosi ,Ubuntu Solutions,2008/650348/07,Agriculture - Primary ,Western Cape,"837 Pretorius Avenue, Gqeberha",10420000_______,Gqeberha,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,R501K to R1M,372790_________,Commercial cleaning and hygiene services for offices and factories ,2.0,2.0,Bianca Nkosi,0%,50–74%,100%,Level 1,Township,0%,bianca nkosi,biancankosi@gmail.com,+27889698901
2025-09-18 17:52:39,Annelie Naidoo ,Naidoo Agri Group,2016 / 126377 / 07,,Gauteng,"2327 Jan Smuts Avenue, Tzaneen",180000_________,Tzaneen,,"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,0______________,We run a driving school and provide learner licence training.,,3.0,2,0%,100%,100%,Level 8,Township,0%,annelie naidoo,annelienaidoo@icloud.com,+27711887572
2025-07-02 12:17:36,Deon Mkhize,Mkhize Transport,2010/486550/07,Healthcare & Biotechnology,Western Cape,"1020 Aloe Street, Polokwane",540000_________,Polokwane ,Debt;Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,179810_________,We recycle plastic waste and sell processed pellets to manufacturers.,13.0,3.0,3,0%,0%,100%,Level 1,Urban,0%,Deon Mkhize,deonmkhize379@gmail.com,0732042495
2025-07-21 03:32:36,Ashraf Moodley,Copper Leaf Media Group,Copper Leaf Media Group ,Agriculture - Primary ,Gauteng,"707 Jakaranda Way, East London",1060000________,East London,Equity,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,352463_________,A tourism operator offering guided township and heritage tours,0.0,5.0,1,100%,100%,100%,Level 1,Urban,0%,Ashraf Moodley,ashrafmoodley@outlook.com,+27849758082
2025-06-28 12:46:01,Nosipho Abrahams ,Lowveld Logistics Pty Ltd,2017/173483/07,Engineering & Construction,Gauteng,"867 Biko Drive, SOWETO ",3420000________,SOWETO,Debt & Equity;Working Capital,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,0______________,We run a driving school and provide learner licence training.,2.0,2.0,1,0%,0%,100%,Level 1,Urban,0%,Nosipho Abrahams,nosiphoabrahams@mweb.co.za,+27874318091
2025-07-27 13:01:46,Mxolisi Molefe,Kopano Construction,2021/738882/07,Manufacturing,Gauteng,"671 Sisulu Drive, George","1,5m",George,Purchase Order Funding,Bridging finance while awaiting payment from government contracts,R10 000 001 to R20M,R20 000 001 to R50M,22088868_______,,,8.0,1,100%,100%,100%,Level 4,Township,0%,Mxolisi Molefe,mxolisimolefe@gmail.com,+27655613480
2025-07-30 08:26:43,Nosipho Van ,Ikhaya Holdings Pty Ltd ,2019/791626/07,Tourism,Western Cape,"2101 Main Drive, Welkom",3080000________,Welkom,Debt;Working Capital,Working capital to fulfil confirmed purchase orders,R1 000 001 to R5M,R5 000 001 to R10M,5127156________,We recycle plastic waste and sell processed pellets to manufacturers.,17.0,136.0,1,0%,50–74%,100%,Level 1,Township,50–74%,Nosipho Van,nosiphovan@icloud.com,+27 85 639 9383
2025-09-15 03:12:48,Mandla Mahlangu,Apex Holdings Pty Ltd ,2024 / 222765 / 07 ,Engineering & Construction,Western Cape,"479 Long Way, Soweto ",10000__________,Soweto,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,0______________,A tourism operator offering guided township and heritage tours,6.0,10.0,1,0%,100%,0%,Level 3,Rural,0%,Mandla Mahlangu,mandlamahlangu469@webmail.co.za,0743107979
2025-08-17 01:43:58,Faried Venter,Blue Crane Enterprises CC,2021/507174/07,,Gauteng,"946 Biko Drive, Sasolburg",90000__________,Sasolburg,,Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,8639___________,,3.0,3.0,1,0%,100%,100%,Level 1,Urban,0%,Faried Venter,fariedventer@outlook.com,+27753768355
2025-09-12 12:17:12,Thandeka Petersen,Petersen Civils,2008/667630/07 ,Hospitality,Gauteng,"2454 Kingfisher Lane, Worcester ",4350000________,,Other (Please specify),To grow the business ,0 to R500K,0 to R500K,0______________,A tourism operator offering guided township and heritage tours,2.0,3.0,5,100%,0%,100%,Level 1,Urban,0%,thandeka petersen,thandekapetersen@icloud.com,+27 86 057 7205
2025-08-29 09:52:36,Nisha Botha,Baobab Agri,2024/733555/07,Information & Communication Technology,Gauteng,"2382 Buitenkant Avenue, Randburg ",110000_________,Randburg,Other (Please specify),To grow the business ,0 to R500K,0 to R500K,108316_________,We design and sew corporate uniforms and protective clothing.,0.39,8.0,1,0%,0%,100%,Level 2,Township,0%,nisha botha,nishabotha676@yahoo.com,063 704 6775
2025-09-24 10:31:14,Priya Jacobs,FYNBOS LOGISTICS GROUP ,2024/696674/07,Manufacturing,KZN,"1203 Jan Smuts Avenue, Uitenhage ",70000__________,Uitenhage ,Working Capital,Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,22686__________,Logistics company transporting goods between major metros. ,5.0,1.0,3,100%,0%,100%,Level 1,Urban,0%,Priya Jacobs,priyajacobs@yahoo.com,0861795932
2025-07-11 18:43:41,Siyabonga Isaacs,Ubuntu Technologies ,2008/800117/07,Retail & Wholesale,Western Cape,"2893 Mandela Avenue, Potchefstroom",250000_________,Potchefstroom ,Purchase Order Funding,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,66_____________,,2.0,2.0,1,50–74%,0%,0%,Level 1,Urban,0%,siyabonga isaacs,SIYABONGAISAACS27@YAHOO.COM,+27817100007
2025-07-26 03:55:54,Deepak Abrahams,Baobab Foods (Pty) Ltd,,,Western Cape,"1779 Church Avenue, Mbombela",22780000_______,Mbombela,,"Funding is required for equipment, training and certification.",0 to R500K,R501K to R1M,0______________,We recycle plastic waste and sell processed pellets to manufacturers.,,6.0,1,25–49%,0%,100%,Level 1,Rural,0%,Deepak Abrahams,deepakabrahams@mweb.co.za,0850961239
2025-08-22 20:59:28,Danie Mabena,Mabena Group,2022/642240/07 ,Retail & Wholesale,Gauteng,"2098 Long Crescent, Witbank ",13970000_______,Witbank,Debt & Equity,To increase production and take on larger supply contracts ,R5 000 001 to R10M,R5 000 001 to R10M,5587229________,We grow and pack vegetables for regional wholesalers and retailers.,16.0,1.0,1,100%,25–49%,100%,Level 8,Township,0%,Danie Mabena,daniemabena@gmail.com,0752270000
2025-09-07 00:54:27,Andile Hendricks,Sondela Agri,2017/354534/07,Retail & Wholesale,Gauteng,"775 Church Crescent, Johannesburg ",760000_________,Johannesburg,Other (Please specify),"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,380895_________,Catering and events business servicing corporate functions.,10.0,6.0,10,100%,50–74%,100%,Level 1,Urban,0%,Andile Hendricks,andilehendricks@gmail.com,+27739338503
2025-07-02 16:27:13,Busisiwe Nkosi,Nexus Engineering Pty Ltd,2013/216320/07,Entertainment and Media,Gauteng,"1143 Loop Road, Uitenhage",2020000________,Uitenhage,Equity;Working Capital,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,403557_________,We supply and install security systems and CCTV. ,1.0,4.0,4,100%,100%,100%,Level 1,Rural,0%,busisiwe nkosi,busisiwenkosi@gmail.com,087 146 5123
2025-07-15 21:27:03,Kagiso Dlamini,Kopano Consulting Group,2022/764193/07,Education,North West,"2742 Tambo Way, Worcester",70000__________,Worcester,Purchase Order Funding;Working Capital,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,27829__________,Solar installation business serving residential and small commercial clients ,5.0,1.0,2,0%,100%,25–49%,Level 1,Township,0%,Kagiso Dlamini,kagisodlamini@gmail.com,0680033991
2025-07-24 12:03:28,Christo Khumalo ,Khumalo Media (Pty) Ltd,2010/248374/07,Manufacturing,Gauteng,"1151 Rissik Drive, Mthatha ",77290000_______,Mthatha,Purchase Order Funding,Stock purchase and general operational funding ,R1 000 001 to R5M,R1 000 001 to R5M,2864783________,Civil engineering contractor focused on roads and stormwater projects ,10.0,14.0,1,100%,0%,100%,Level 1,Township,0%,Christo Khumalo,christokhumalo@webmail.co.za,+27753403419
2025-06-30 20:49:38,Riyaad Zulu ,Sizani Consulting,2013/143964/07,,Gauteng,"707 Biko Crescent, Kimberley",21460000_______,Kimberley ,,Working capital to fulfil confirmed purchase orders,R20 000 001 to R50M,Above R50M,71527454_______,A tourism operator offering guided township and heritage tours,234.0,54.0,3,100%,100%,100%,Level 1,Rural,1–24%,riyaad zulu,riyaadzulu@webmail.co.za,+27 84 782 2430
2025-08-02 15:50:55,Vusi Mkhize ,Mkhize Investments (Pty) Ltd,2015/624464/07,Mining,KZN,"2960 Acacia Lane, Tzaneen",74070000_______,Tzaneen ,Working Capital,"Purchase of farming implements, seed and irrigation infrastructure",R1 000 001 to R5M,R10 000 001 to R20M,9063904________,A tourism operator offering guided township and heritage tours,,57.0,,100%,1–24%,1–24%,Level 1,Rural,0%,vusi mkhize,vusimkhize350@gmail.com,+27826227465
2025-07-21 06:37:29,Francois Pillay ,PILLAY TRADING GROUP,2025/658113/07,Hospitality,KZN,"959 Biko Drive, Rustenburg",60000__________,Rustenburg,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,20604__________,Solar installation business serving residential and small commercial clients ,8.0,3.0,4,0%,0%,100%,Level 1,Rural,0%,Francois Pillay,francoispillay407@icloud.com,+27 72 454 4981
2025-09-04 18:51:23,Sibusiso Botha,Thuso Distributors,2014/380891/07,Financial Services,Gauteng,"1821 Long Drive, STELLENBOSCH",250000_________,STELLENBOSCH ,Purchase Order Funding;Working Capital,Operational funding ,0 to R500K,0 to R500K,30_____________,Independent pharmacy and primary healthcare clinic serving a rural community,1.0,3.0,3,0%,0%,100%,Level 6,Urban,0%,Sibusiso Botha,sibusisobotha483@gmail.com,+27753363403
2025-07-10 14:26:14,Amahle Maharaj,Kalahari Civils (Pty) Ltd,,Transportation and Logistics,Gauteng,"343 Voortrekker Way, Midrand ",960000_________,Midrand,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,318997_________,,5.0,1.0,10,100%,100%,100%,Level 1,Rural,0%,Amahle Maharaj,amahlemaharaj@gmail.com,064 665 5619
2025-09-18 19:24:00,Sipho Nel,Nel Consulting (Pty) Ltd,2024 / 510924 / 07,Engineering & Construction,Limpopo,"1210 Kingfisher Lane, Randburg",130000_________,Randburg,Purchase Order Funding,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,R501K to R1M,0______________,We supply and install security systems and CCTV. ,5.0,7.0,5,0%,0%,100%,Level 1,Township,0%,Sipho Nel,siphonel@webmail.co.za,+27755531394
2025-08-23 08:13:51,Thandeka Motaung ,Clear Water Investments,2016/758983/07,Energy,Gauteng,"147 Voortrekker Way, Kuruman ",410000_________,Kuruman ,Working Capital,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,343057_________,Solar installation business serving residential and small commercial clients ,2.0,5.0,10,100%,100%,100%,Level 1,Rural,25–49%,Thandeka Motaung,thandekamotaung36@gmail.com,+27 64 111 1748
2025-08-03 11:19:44,Deepak Solomons ,Greenfield Group Group ,2008/230002/07,Business Services (Agency & Consultancy),Gauteng,"2087 Jan Smuts Crescent, EMALAHLENI",1200000________,EMALAHLENI ,Purchase Order Funding,To grow the business ,R501K to R1M,R501K to R1M,400345_________,Catering and events business servicing corporate functions.,5.0,3.0,2,25–49%,0%,100%,Level 1,Rural,0%,Deepak Solomons,deepaksolomons@icloud.com,+27 65 575 9318
